Serial Number of system during year,Basin of origin,Date(DD-MM-YYYY),Time (UTC),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,Grade (text),Year
2,AS,15-05-2021 00:00,1800,3.5,982,60,SCS,2021
2,AS,15-05-2021 00:00,2100,3.5,982,60,SCS,2021
2,AS,16-05-2021 00:00,0,4,979,65,VSCS,2021
2,AS,16-05-2021 00:00,300,4,976,70,VSCS,2021
2,AS,16-05-2021 00:00,600,4,976,70,VSCS,2021
2,AS,16-05-2021 00:00,900,4,976,70,VSCS,2021
2,AS,16-05-2021 00:00,1200,4.5,972,75,VSCS,2021
2,AS,16-05-2021 00:00,1500,4.5,968,80,VSCS,2021
2,AS,16-05-2021 00:00,1800,4.5,964,85,VSCS,2021
2,AS,16-05-2021 00:00,2100,5,960,90,SuCS,2021
2,AS,17-05-2021 00:00,0,5.5,950,100,SuCS,2021
2,AS,17-05-2021 00:00,300,5.5,950,100,SuCS,2021
2,AS,17-05-2021 00:00,600,5.5,950,100,SuCS,2021
2,AS,17-05-2021 00:00,900,5.5,950,100,SuCS,2021
2,AS,17-05-2021 00:00,1200,5,955,95,SuCS,2021
2,AS,17-05-2021 00:00,1500,5,960,90,SuCS,2021
2,AS,17-05-2021 00:00,1800,4.5,964,85,VSCS,2021
2,AS,17-05-2021 00:00,2100,4.5,972,75,VSCS,2021
2,AS,18-05-2021 00:00,0,4,978,65,VSCS,2021
2,AS,18-05-2021 00:00,300,3.5,984,55,SCS,2021
2,AS,18-05-2021 00:00,600,3,990,45,CS,2021
2,AS,18-05-2021 00:00,900,2.5,992,40,CS,2021
2,AS,18-05-2021 00:00,1200,2.5,993,35,CS,2021
2,AS,18-05-2021 00:00,1500,2,994,30,DD,2021
2,AS,18-05-2021 00:00,1800,2,995,30,DD,2021
2,AS,19-05-2021 00:00,0,1.5,996,25,D,2021
2,AS,19-05-2021 00:00,300,1.5,997,20,D,2021
2,AS,19-05-2021 00:00,600,1.5,997,20,D,2021
2,AS,19-05-2021 00:00,600,1.5,997,20,D,2021
2,AS,19-05-2021 00:00,600,1.5,997,20,D,2021
3,BOB,23-05-2021 00:00,600,1.5,996,25,D,2021
3,BOB,23-05-2021 00:00,1200,1.5,994,25,D,2021
3,BOB,23-05-2021 00:00,1800,2,992,30,DD,2021
3,BOB,24-05-2021 00:00,0,2.5,990,35,CS,2021
3,BOB,24-05-2021 00:00,300,2.5,988,40,CS,2021
3,BOB,24-05-2021 00:00,600,2.5,988,40,CS,2021
3,BOB,24-05-2021 00:00,900,2.5,988,40,CS,2021
3,BOB,24-05-2021 00:00,1200,3,986,45,CS,2021
3,BOB,24-05-2021 00:00,1500,3,986,45,CS,2021
3,BOB,24-05-2021 00:00,1800,3,984,50,SCS,2021
3,BOB,24-05-2021 00:00,2100,3.5,982,55,SCS,2021
3,BOB,25-05-2021 00:00,0,3.5,980,55,SCS,2021
3,BOB,25-05-2021 00:00,300,3.5,980,55,SCS,2021
3,BOB,25-05-2021 00:00,600,3.5,978,60,SCS,2021
3,BOB,25-05-2021 00:00,900,3.5,978,60,SCS,2021
3,BOB,25-05-2021 00:00,1200,4,976,65,VSCS,2021
3,BOB,25-05-2021 00:00,1500,4,976,65,VSCS,2021
3,BOB,25-05-2021 00:00,1800,4,974,70,VSCS,2021
3,BOB,25-05-2021 00:00,2100,4,970,75,VSCS,2021
3,BOB,26-05-2021 00:00,0,4,970,75,VSCS,2021
3,BOB,26-05-2021 00:00,300,4,970,75,VSCS,2021
3,BOB,26-05-2021 00:00,600,4.5,970,75,VSCS,2021
3,BOB,26-05-2021 00:00,900,3.5,978,55,SCS,2021
3,BOB,26-05-2021 00:00,1200,3,984,45,CS,2021
3,BOB,26-05-2021 00:00,1500,2.5,986,40,CS,2021
3,BOB,26-05-2021 00:00,1800,2,988,30,DD,2021
3,BOB,27-05-2021 00:00,0,2,988,30,DD,2021
3,BOB,27-05-2021 00:00,300,2,990,30,DD,2021
3,BOB,27-05-2021 00:00,600,1.5,991,25,D,2021
3,BOB,27-05-2021 00:00,1200,1.5,992,25,D,2021
3,BOB,27-05-2021 00:00,1800,1.5,992,25,D,2021
3,BOB,27-05-2021 00:00,1800,1.5,992,25,D,2021
3,BOB,27-05-2021 00:00,1800,1.5,992,25,D,2021
3,BOB,27-05-2021 00:00,1800,1.5,992,25,D,2021
4,BOB,12-09-2021 00:00,1200,1.5,992,25,D,2021
4,BOB,12-09-2021 00:00,1800,1.5,992,25,D,2021
4,BOB,13-09-2021 00:00,0,2,990,30,DD,2021
4,BOB,13-09-2021 00:00,300,2,990,30,DD,2021
4,BOB,13-09-2021 00:00,600,2,990,30,DD,2021
4,BOB,13-09-2021 00:00,1200,2,990,30,DD,2021
4,BOB,13-09-2021 00:00,1800,2,990,30,DD,2021
4,BOB,14-09-2021 00:00,0,2,990,30,DD,2021
4,BOB,14-09-2021 00:00,300,1.5,990,25,D,2021
4,BOB,14-09-2021 00:00,600,1.5,990,25,D,2021
4,BOB,14-09-2021 00:00,1200,1.5,996,25,D,2021
4,BOB,14-09-2021 00:00,1800,1.5,996,25,D,2021
4,BOB,14-09-2021 00:00,1800,1.5,996,25,D,2021
4,BOB,14-09-2021 00:00,1800,1.5,996,25,D,2021
5,BOB,24-09-2021 00:00,1200,1.5,1000,25,D,2021
5,BOB,24-09-2021 00:00,1800,1.5,1000,25,D,2021
5,BOB,25-09-2021 00:00,0,2,999,30,DD,2021
5,BOB,25-09-2021 00:00,300,2,998,30,DD,2021
5,BOB,25-09-2021 00:00,600,2,998,30,DD,2021
5,BOB,25-09-2021 00:00,1200,2.5,997,35,CS,2021
5,BOB,25-09-2021 00:00,1500,2.5,997,35,CS,2021
5,BOB,25-09-2021 00:00,1800,2.5,996,35,CS,2021
5,BOB,25-09-2021 00:00,2100,2.5,996,35,CS,2021
5,BOB,26-09-2021,0,2.5,994,40,CS,2021
5,BOB,26-09-2021,300,2.5,994,40,CS,2021
5,BOB,26-09-2021,600,3,992,45,CS,2021
5,BOB,26-09-2021,900,3,992,45,CS,2021
5,BOB,26-09-2021,1200,3,992,45,CS,2021
5,BOB,26-09-2021,1500,3,992,45,CS,2021
5,BOB,26-09-2021,1800,2.5,994,35,CS,2021
5,BOB,26-09-2021,2100,2,996,30,DD,2021
5,BOB,27-09-2021 00:00,0,2,996,30,DD,2021
5,BOB,27-09-2021 00:00,300,2,996,30,DD,2021
5,BOB,27-09-2021 00:00,600,2,996,30,DD,2021
5,BOB,27-09-2021 00:00,1200,1.5,998,25,D,2021
5,BOB,27-09-2021 00:00,1800,1.5,998,25,D,2021
5,BOB,28-09-2021 00:00,0,1.5,998,25,D,2021
5,BOB,28-09-2021 00:00,300,1.5,999,20,D,2021
5,BOB,28-09-2021 00:00,300,1.5,999,20,D,2021
5,BOB,28-09-2021 00:00,300,1.5,999,20,D,2021
6,AS,30-09-2021 00:00,0,1.5,998,25,D,2021
6,AS,30-09-2021 00:00,300,1.5,998,25,D,2021
6,AS,30-09-2021 00:00,600,1.5,998,25,D,2021
6,AS,30-09-2021 00:00,1200,1.5,998,25,D,2021
6,AS,30-09-2021 00:00,1800,2,996,30,DD,2021
6,AS,01-10-2021 00:00,0,2.5,995,35,CS,2021
6,AS,01-10-2021 00:00,300,2.5,994,40,CS,2021
6,AS,01-10-2021 00:00,600,3,992,45,CS,2021
6,AS,01-10-2021 00:00,900,3,991,45,CS,2021
6,AS,01-10-2021 00:00,1200,3.5,987,55,SCS,2021
6,AS,01-10-2021 00:00,1500,3.5,986,55,SCS,2021
6,AS,01-10-2021 00:00,1800,3.5,984,60,SCS,2021
6,AS,01-10-2021 00:00,2100,3.5,984,60,SCS,2021
6,AS,02-10-2021 00:00,0,3.5,984,60,SCS,2021
6,AS,02-10-2021 00:00,300,3.5,984,60,SCS,2021
6,AS,02-10-2021 00:00,600,3.5,984,60,SCS,2021
6,AS,02-10-2021 00:00,900,3.5,984,60,SCS,2021
6,AS,02-10-2021 00:00,1200,3.5,984,60,SCS,2021
6,AS,02-10-2021 00:00,1500,3.5,984,60,SCS,2021
6,AS,02-10-2021 00:00,1800,3.5,984,60,SCS,2021
6,AS,02-10-2021 00:00,2100,3.5,984,60,SCS,2021
6,AS,03-10-2021 00:00,0,3.5,984,60,SCS,2021
6,AS,03-10-2021 00:00,300,3.5,984,60,SCS,2021
6,AS,03-10-2021 00:00,600,3.5,984,60,SCS,2021
6,AS,03-10-2021 00:00,900,3.5,984,60,SCS,2021
6,AS,03-10-2021 00:00,1200,3.5,984,60,SCS,2021
6,AS,03-10-2021 00:00,1500,3.5,984,60,SCS,2021
6,AS,03-10-2021 00:00,1800,3.5,986,55,SCS,2021
6,AS,03-10-2021 00:00,2100,3.5,988,55,SCS,2021
6,AS,04-10-2021 00:00,0,2.5,994,40,CS,2021
6,AS,04-10-2021 00:00,300,2,998,30,DD,2021
6,AS,04-10-2021 00:00,600,1.5,1000,20,D,2021
6,AS,04-10-2021 00:00,600,1.5,1000,20,D,2021
7,AS,07-10-2021 00:00,300,1.5,1002,25,D,2021
7,AS,07-10-2021 00:00,600,1.5,1002,25,D,2021
7,AS,07-10-2021 00:00,1200,1.5,1002,25,D,2021
7,AS,07-10-2021 00:00,1800,1.5,1002,25,D,2021
7,AS,08-10-2021 00:00,0,1.5,1002,25,D,2021
7,AS,08-10-2021 00:00,300,1.5,1002,25,D,2021
7,AS,08-10-2021 00:00,600,1.5,1002,25,D,2021
7,AS,08-10-2021 00:00,1200,1.5,1003,25,D,2021
7,AS,08-10-2021 00:00,1800,1.5,1003,25,D,2021
7,AS,08-10-2021 00:00,1800,1.5,1003,25,D,2021
7,AS,08-10-2021 00:00,1800,1.5,1003,25,D,2021
8,BOB,10-11-2021 00:00,1200,1.5,1000,25,D,2021
8,BOB,10-11-2021 00:00,1800,1.5,1000,25,D,2021
8,BOB,11-11-2021 00:00,0,1.5,1000,25,D,2021
8,BOB,11-11-2021 00:00,300,1.5,1000,25,D,2021
8,BOB,11-11-2021 00:00,600,1.5,1000,25,D,2021
8,BOB,11-11-2021 00:00,1200,1.5,1000,25,D,2021
8,BOB,11-11-2021 00:00,1800,1.5,1000,20,D,2021
8,BOB,11-11-2021 00:00,1800,1.5,1000,20,D,2021
8,BOB,11-11-2021 00:00,1800,1.5,1000,20,D,2021
9,BOB,18-11-2021 00:00,300,1.5,1000,25,D,2021
9,BOB,18-11-2021 00:00,600,1.5,1000,25,D,2021
9,BOB,18-112021,1200,1.5,1000,25,D,2021
9,BOB,18-112021,1800,1.5,1000,25,D,2021
9,BOB,19-11-2021 00:00,0,1.5,1000,25,D,2021
9,BOB,19-11-2021 00:00,300,1.5,1002,20,D,2021
9,BOB,19-11-2021 00:00,300,1.5,1002,20,D,2021
9,BOB,19-11-2021 00:00,300,1.5,1002,20,D,2021
10,BOB,02-12-2021 00:00,1200,1.5,1004,25,D,2021
10,BOB,02-12-2021 00:00,1800,1.5,1004,25,D,2021
10,BOB,03-12-2021 00:00,0,2,1002,30,DD,2021
10,BOB,03-12-2021 00:00,300,2,1002,30,DD,2021
10,BOB,03-12-2021 00:00,600,2.5,1001,35,CS,2021
10,BOB,03-12-2021 00:00,900,2.5,1001,35,CS,2021
10,BOB,03-12-2021 00:00,1200,2.5,1000,40,CS,2021
10,BOB,03-12-2021 00:00,1500,2.5,1000,40,CS,2021
10,BOB,03-12-2021 00:00,1800,2.5,1000,40,CS,2021
10,BOB,03-12-2021 00:00,2100,2.5,1000,40,CS,2021
10,BOB,04-12-2021 00:00,0,2.5,1000,40,CS,2021
10,BOB,04-12-2021 00:00,300,2.5,1000,40,CS,2021
10,BOB,04-12-2021 00:00,600,2.5,1001,35,CS,2021
10,BOB,04-12-2021 00:00,900,2.5,1001,35,CS,2021
10,BOB,04-12-2021 00:00,1200,2,1002,30,DD,2021
10,BOB,04-12-2021 00:00,1800,2,1002,30,DD,2021
10,BOB,05-12-2021 00:00,0,2,1002,30,DD,2021
10,BOB,05-12-2021 00:00,300,2,1003,30,DD,2021
10,BOB,05-12-2021 00:00,600,2,1003,30,DD,2021
10,BOB,05-12-2021 00:00,900,1.5,1004,25,D,2021
10,BOB,05-12-2021 00:00,1200,1.5,1004,25,D,2021
10,BOB,05-12-2021 00:00,1800,1.5,1004,25,D,2021
1,BOB,04-03-2022 00:00,0,1.5,1004,25,D,2022
1,BOB,04-03-2022 00:00,300,1.5,1004,25,D,2022
1,BOB,04-03-2022 00:00,600,1.5,1004,25,D,2022
1,BOB,04-03-2022 00:00,1200,1.5,1004,25,D,2022
1,BOB,04-03-2022 00:00,1800,1.5,1004,25,D,2022
1,BOB,05-03-2022 00:00,0,1.5,1004,25,D,2022
1,BOB,05-03-2022 00:00,300,1.5,1004,25,D,2022
1,BOB,05-03-2022 00:00,600,1.5,1003,25,D,2022
1,BOB,05-03-2022 00:00,1200,2,1002,30,DD,2022
1,BOB,05-03-2022 00:00,1800,2,1002,30,DD,2022
1,BOB,06-03-2022 00:00,0,2,1002,30,DD,2022
1,BOB,06-03-2022 00:00,300,2,1002,30,DD,2022
1,BOB,06-03-2022 00:00,600,2,1002,30,DD,2022
1,BOB,06-03-2022 00:00,1200,2,1002,30,DD,2022
1,BOB,06-03-2022 00:00,1800,1.5,1003,25,D,2022
1,BOB,06-03-2022 00:00,0,1.5,1004,25,D,2022
1,BOB,06-03-2022 00:00,0,1.5,1004,25,D,2022
1,BOB,06-03-2022 00:00,0,1.5,1004,25,D,2022
2,BOB,20-03-2022 00:00,0,1.5,1002,25,D,2022
2,BOB,20-03-2022 00:00,300,1.5,1002,25,D,2022
2,BOB,20-03-2022 00:00,600,1.5,1002,25,D,2022
2,BOB,20-03-2022 00:00,1200,1.5,1002,25,D,2022
2,BOB,20-03-2022 00:00,1800,1.5,1001,25,D,2022
2,BOB,21-03-2022 00:00,0,2,1000,30,DD,2022
2,BOB,21-03-2022 00:00,300,2,1000,30,DD,2022
2,BOB,21-03-2022 00:00,600,2,1000,30,DD,2022
2,BOB,21-03-2022 00:00,1200,2,1000,30,DD,2022
2,BOB,21-03-2022 00:00,1800,2,1000,30,DD,2022
2,BOB,22-03-2022 00:00,0,2,1000,30,DD,2022
2,BOB,22-03-2022 00:00,300,2,1000,30,DD,2022
2,BOB,22-03-2022 00:00,600,2,1000,30,DD,2022
2,BOB,22-03-2022 00:00,900,2,1000,30,DD,2022
2,BOB,22-03-2022 00:00,1200,1.5,1001,25,D,2022
2,BOB,22-03-2022 00:00,1800,1.5,1002,25,D,2022
2,BOB,23-03-2022 00:00,0,1.5,1003,20,D,2022
2,BOB,23-03-2022 00:00,0,1.5,1003,20,D,2022
2,BOB,23-03-2022 00:00,0,1.5,1003,20,D,2022
3,BOB,07-05-2022 00:00,600,1.5,996,25,D,2022
3,BOB,07-05-2022 00:00,1200,2,995,30,DD,2022
3,BOB,07-05-2022 00:00,1800,2,994,30,DD,2022
3,BOB,08-05-2022 00:00,0,2.5,992,35,CS,2022
3,BOB,08-05-2022 00:00,300,2.5,990,40,CS,2022
3,BOB,08-05-2022 00:00,600,3,988,45,CS,2022
3,BOB,08-05-2022 00:00,900,3,988,45,CS,2022
3,BOB,08-05-2022 00:00,1200,3,986,50,SCS,2022
3,BOB,08-05-2022 00:00,1500,3,986,50,SCS,2022
3,BOB,08-05-2022 00:00,1800,3.5,984,55,SCS,2022
3,BOB,08-05-2022 00:00,2100,3.5,984,55,SCS,2022
3,BOB,09-05-2022 00:00,0,3.5,983,55,SCS,2022
3,BOB,09-05-2022 00:00,300,3.5,982,55,SCS,2022
3,BOB,09-05-2022 00:00,600,3.5,982,55,SCS,2022
3,BOB,09-05-2022 00:00,900,3.5,982,55,SCS,2022
3,BOB,09-05-2022 00:00,1200,3.5,982,55,SCS,2022
3,BOB,09-05-2022 00:00,1500,3.5,982,55,SCS,2022
3,BOB,09-05-2022 00:00,1800,3.5,982,55,SCS,2022
3,BOB,09-05-2022 00:00,2100,3.5,982,55,SCS,2022
3,BOB,10-05-2022 00:00,0,3.5,982,55,SCS,2022
3,BOB,10-05-2022 00:00,300,3.5,984,55,SCS,2022
3,BOB,10-05-2022 00:00,600,3.5,984,55,SCS,2022
3,BOB,10-05-2022 00:00,900,3.5,984,55,SCS,2022
3,BOB,10-05-2022 00:00,1200,3,984,50,SCS,2022
3,BOB,10-05-2022 00:00,1500,3,985,50,SCS,2022
3,BOB,10-05-2022 00:00,1800,3,986,50,SCS,2022
3,BOB,10-05-2022 00:00,2100,3,986,45,CS,2022
3,BOB,11-05-2022 00:00,0,3,988,45,CS,2022
3,BOB,11-05-2022 00:00,300,3,988,45,CS,2022
3,BOB,11-05-2022 00:00,600,2.5,990,40,CS,2022
3,BOB,11-05-2022 00:00,900,2.5,990,40,CS,2022
3,BOB,11-05-2022 00:00,1200,2,992,30,DD,2022
3,BOB,11-05-2022 00:00,1500,2,993,30,DD,2022
3,BOB,11-05-2022 00:00,1800,2,994,30,DD,2022
3,BOB,12-05-2022 00:00,0,1.5,996,25,D,2022
3,BOB,12-05-2022 00:00,0,1.5,996,25,D,2022
3,BOB,12-05-2022 00:00,0,1.5,996,25,D,2022
4,BOB,20-05-2022 00:00,300,1.5,1000,25,D,2022
4,BOB,20-05-2022 00:00,600,1.5,1000,25,D,2022
4,BOB,20-05-2022 00:00,900,1.5,998,25,D,2022
4,BOB,20-05-2022 00:00,1200,1.5,999,25,D,2022
4,BOB,20-05-2022 00:00,1800,1.5,999,25,D,2022
4,BOB,20-05-2022 00:00,1800,1.5,999,25,D,2022
4,BOB,20-05-2022 00:00,1800,1.5,999,25,D,2022
5,AS,16-07-2022 00:00,300,1.5,992,25,D,2022
5,AS,16-07-2022 00:00,600,1.5,992,25,D,2022
5,AS,16-07-2022 00:00,1200,1.5,992,25,D,2022
5,AS,16-07-2022 00:00,1800,1.5,992,25,D,2022
5,AS,17-07-2022 00:00,0,1.5,992,25,D,2022
5,AS,17-07-2022 00:00,300,1.5,992,25,D,2022
5,AS,17-07-2022 00:00,600,1.5,992,25,D,2022
5,AS,17-07-2022 00:00,1200,1.5,992,25,D,2022
5,AS,17-07-2022 00:00,1800,1.5,993,20,D,2022
5,AS,17-07-2022 00:00,1800,1.5,993,20,D,2022
5,AS,17-07-2022 00:00,1800,1.5,993,20,D,2022
6,LAND,09-08-2022 00:00,300,1.5,990,25,D,2022
6,LAND,09-08-2022 00:00,600,1.5,990,25,D,2022
6,LAND,09-08-2022 00:00,1200,1.5,990,25,D,2022
6,LAND,09-08-2022 00:00,1800,1.5,991,20,D,2022
6,LAND,09-08-2022 00:00,1800,1.5,991,20,D,2022
6,LAND,09-08-2022 00:00,1800,1.5,991,20,D,2022
7,AS,12-08-2022 00:00,300,1.5,990,25,D,2022
7,AS,12-08-2022 00:00,600,1.5,990,25,D,2022
7,AS,12-08-2022 00:00,1200,1.5,990,25,D,2022
7,AS,12-08-2022 00:00,1800,1.5,990,25,D,2022
7,AS,13-08-2022 00:00,0,1.5,990,25,D,2022
7,AS,13-08-2022 00:00,300,1.5,990,25,D,2022
7,AS,13-08-2022 00:00,600,1.5,990,20,D,2022
7,AS,13-08-2022 00:00,600,1.5,990,20,D,2022
7,AS,13-08-2022 00:00,600,1.5,990,20,D,2022
8,BOB,14-08-2022 00:00,300,1.5,994,25,D,2022
8,BOB,14-08-2022 00:00,600,1.5,994,25,D,2022
8,BOB,14-08-2022 00:00,1200,1.5,994,25,D,2022
8,BOB,14-08-2022 00:00,1800,1.5,994,25,D,2022
8,BOB,15-08-2022 00:00,0,1.5,994,25,D,2022
8,BOB,15-08-2022 00:00,300,1.5,994,25,D,2022
8,BOB,15-08-2022 00:00,600,1.5,994,25,D,2022
8,BOB,15-08-2022 00:00,1200,1.5,994,25,D,2022
8,BOB,15-08-2022 00:00,1800,1.5,994,25,D,2022
8,BOB,16-08-2022 00:00,0,1.5,994,25,D,2022
8,BOB,16-08-2022 00:00,300,1.5,994,25,D,2022
8,BOB,16-08-2022 00:00,600,1.5,995,20,D,2022
8,BOB,16-08-2022 00:00,600,1.5,995,20,D,2022
8,BOB,16-08-2022 00:00,600,1.5,995,20,D,2022
9,BOB,19-08-2022 00:00,0,1.5,994,25,D,2022
9,BOB,19-08-2022 00:00,300,1.5,994,25,D,2022
9,BOB,19-08-2022 00:00,600,2,993,30,DD,2022
9,BOB,19-08-2022 00:00,1200,2,992,30,DD,2022
9,BOB,19-08-2022 00:00,1500,2,992,30,DD,2022
9,BOB,19-08-2022 00:00,1800,2,992,30,DD,2022
9,BOB,20-08-2022 00:00,0,2,992,30,DD,2022
9,BOB,20-08-2022 00:00,300,2,992,30,DD,2022
9,BOB,20-08-2022 00:00,600,2,993,30,DD,2022
9,BOB,20-08-2022 00:00,1200,2,993,30,DD,2022
9,BOB,20-08-2022 00:00,1800,2,993,30,DD,2022
9,BOB,21-08-2022 00:00,0,1.5,994,25,D,2022
9,BOB,21-08-2022 00:00,300,1.5,994,25,D,2022
9,BOB,21-08-2022 00:00,600,1.5,994,25,D,2022
9,BOB,21-08-2022 00:00,1200,1.5,994,25,D,2022
9,BOB,21-08-2022 00:00,1800,1.5,995,25,D,2022
9,BOB,22-08-2022 00:00,0,1.5,995,25,D,2022
9,BOB,22-08-2022 00:00,300,1.5,995,25,D,2022
9,BOB,22-08-2022 00:00,600,1.5,996,25,D,2022
9,BOB,22-08-2022 00:00,1200,1.5,996,25,D,2022
9,BOB,22-08-2022 00:00,1800,1.5,997,20,D,2022
9,BOB,23-08-2022 00:00,0,1.5,997,20,D,2022
9,BOB,23-08-2022 00:00,0,1.5,997,20,D,2022
9,BOB,23-08-2022 00:00,0,1.5,997,20,D,2022
10,LAND,11-09-2022 00:00,0,1.5,998,25,D,2022
10,LAND,11-09-2022 00:00,300,1.5,998,25,D,2022
10,LAND,11-09-2022 00:00,600,1.5,998,25,D,2022
10,LAND,11-09-2022 00:00,1200,1.5,998,25,D,2022
10,LAND,11-09-2022 00:00,1800,1.5,998,25,D,2022
10,LAND,12-09-2022 00:00,0,1.5,999,20,D,2022
10,LAND,12-09-2022 00:00,0,1.5,999,20,D,2022
10,LAND,12-09-2022 00:00,0,1.5,999,20,D,2022
11,BOB,22-10-2022 00:00,300,1.5,1004,25,D,2022
11,BOB,22-10-2022 00:00,600,1.5,1003,25,D,2022
11,BOB,22-10-2022 00:00,1200,1.5,1002,25,D,2022
11,BOB,22-10-2022 00:00,1800,1.5,1002,25,D,2022
11,BOB,23-10-2022 00:00,0,2,1001,30,DD,2022
11,BOB,23-10-2022 00:00,300,2,1000,30,DD,2022
11,BOB,23-10-2022 00:00,600,2,1000,30,DD,2022
11,BOB,23-10-2022 00:00,1200,2.5,999,35,CS,2022
11,BOB,23-10-2022 00:00,1500,2.5,999,35,CS,2022
11,BOB,23-10-2022 00:00,1800,2.5,998,35,CS,2022
11,BOB,23-10-2022 00:00,2100,2.5,997,40,CS,2022
11,BOB,24-10-2022 00:00,0,2.5,996,40,CS,2022
11,BOB,24-10-2022 00:00,300,3,996,45,CS,2022
11,BOB,24-10-2022 00:00,600,3,996,45,CS,2022
11,BOB,24-10-2022 00:00,900,3,996,45,CS,2022
11,BOB,24-10-2022 00:00,1200,3,996,45,CS,2022
11,BOB,24-10-2022 00:00,1500,3,996,45,CS,2022
11,BOB,24-10-2022 00:00,1800,2.5,996,40,CS,2022
11,BOB,24-10-2022 00:00,2100,2,998,30,DD,2022
11,BOB,25-10-2022 00:00,0,1.5,1000,25,D,2022
11,BOB,25-10-2022 00:00,0,1.5,1000,25,D,2022
11,BOB,25-10-2022 00:00,0,1.5,1000,25,D,2022
12,BOB,20-11-2022 00:00,0,1.5,1005,25,D,2022
12,BOB,20-11-2022 00:00,300,1.5,1005,25,D,2022
12,BOB,20-11-2022 00:00,600,1.5,1005,25,D,2022
12,BOB,20-11-2022 00:00,1200,1.5,1003,25,D,2022
12,BOB,20-11-2022 00:00,1800,1.5,1003,25,D,2022
12,BOB,21.11.2022,0,1.5,1003,25,D,2022
12,BOB,21.11.2022,300,1.5,1003,25,D,2022
12,BOB,21.11.2022,600,1.5,1003,25,D,2022
12,BOB,21.11.2022,1200,1.5,1003,25,D,2022
12,BOB,21.11.2022,1800,1.5,1003,25,D,2022
12,BOB,22-11-2022 00:00,0,1.5,1004,25,D,2022
12,BOB,22-11-2022 00:00,0,1.5,1004,25,D,2022
12,BOB,22-11-2022 00:00,0,1.5,1004,25,D,2022
13,BOB,06-12-2022 00:00,1200,1.5,1000,25,D,2022
13,BOB,06-12-2022 00:00,1800,1.5,1000,25,D,2022
13,BOB,07-12-2022 00:00,0,2,999,30,DD,2022
13,BOB,07-12-2022 00:00,300,2,999,30,DD,2022
13,BOB,07-12-2022 00:00,600,2,998,30,DD,2022
13,BOB,07-12-2022 00:00,1200,2,998,30,DD,2022
13,BOB,07-12-2022 00:00,1800,2.5,997,35,CS,2022
13,BOB,07-12-2022 00:00,2100,2.5,997,35,CS,2022
13,BOB,08-12-2022 00:00,0,2.5,995,40,CS,2022
13,BOB,08-12-2022 00:00,300,2.5,994,40,CS,2022
13,BOB,08-12-2022 00:00,600,3,992,45,CS,2022
13,BOB,08-12-2022 00:00,900,3,992,45,CS,2022
13,BOB,08-12-2022 00:00,1200,3,990,50,SCS,2022
13,BOB,08-12-2022 00:00,1500,3,990,50,SCS,2022
13,BOB,08-12-2022 00:00,1800,3,990,50,SCS,2022
13,BOB,08-12-2022 00:00,2100,3,990,50,SCS,2022
13,BOB,09-12-2022 00:00,0,3,990,50,SCS,2022
13,BOB,09-12-2022 00:00,300,3,991,45,CS,2022
13,BOB,09-12-2022 00:00,600,3,992,45,CS,2022
13,BOB,09-12-2022 00:00,900,3,992,45,CS,2022
13,BOB,09-12-2022 00:00,1200,2.5,993,40,CS,2022
13,BOB,09-12-2022 00:00,1500,2.5,994,40,CS,2022
13,BOB,09-12-2022 00:00,1800,2.5,995,35,CS,2022
13,BOB,09-12-2022 00:00,2100,2.5,996,35,CS,2022
13,BOB,10-12-2022 00:00,0,2,998,30,DD,2022
13,BOB,10-12-2022 00:00,300,2,1000,30,DD,2022
13,BOB,10-12-2022 00:00,600,1.5,1002,25,D,2022
13,BOB,10-12-2022 00:00,600,1.5,1002,25,D,2022
13,BOB,10-12-2022 00:00,600,1.5,1002,25,D,2022
14,AS,14-12-2022 00:00,900,1.5,1002,25,D,2022
14,AS,14-12-2022 00:00,1200,1.5,1002,25,D,2022
14,AS,14-12-2022 00:00,1800,1.5,1002,25,D,2022
14,AS,15-12-2022 00:00,0,2,1000,30,DD,2022
14,AS,15-12-2022 00:00,300,2,1000,30,DD,2022
14,AS,15-12-2022 00:00,0,2,1000,30,DD,2022
14,AS,15-12-2022 00:00,1200,2,1000,30,DD,2022
14,AS,15-12-2022 00:00,1800,2,1000,30,DD,2022
14,AS,16-12-2022 00:00,0,2,1000,30,DD,2022
14,AS,16-12-2022 00:00,300,2,1000,30,DD,2022
14,AS,16-12-2022 00:00,600,2,1000,30,DD,2022
14,AS,16-12-2022 00:00,1200,1.5,1002,25,D,2022
14,AS,16-12-2022 00:00,1800,1.5,1002,25,D,2022
14,AS,17-12-2022 00:00,0,1.5,1002,25,D,2022
14,AS,17-12-2022 00:00,300,1.5,1002,25,D,2022
14,AS,17-12-2022 00:00,600,1.5,1002,25,D,2022
14,AS,17-12-2022 00:00,600,1.5,1002,25,D,2022
14,AS,17-12-2022 00:00,600,1.5,1002,25,D,2022
15,BOB,22-12-2022 00:00,300,1.5,1004,25,D,2022
15,BOB,22-12-2022 00:00,600,1.5,1004,25,D,2022
15,BOB,22-12-2022 00:00,1200,1.5,1004,25,D,2022
15,BOB,22-12-2022 00:00,1800,1.5,1004,25,D,2022
15,BOB,23-12-2022 00:00,0,1.5,1004,25,D,2022
